mean_fit_time,mean_score_time,mean_test_score,param_C,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,std_fit_time,std_score_time,std_test_score
1.417714262008667,0.3051856517791748,-79.04760096582329,128,1e-06,rbf,"{'C': 128, 'gamma': 1e-06, 'kernel': 'rbf'}",15,-89.73062277718935,-68.44694303118479,-70.31458576871339,-92.17140264097648,-74.54518205814455,0.04485380407536248,0.0072038282442933995,9.953026437885063
1.093708324432373,0.23736834526062012,-113.83004440482763,128,1e-07,rbf,"{'C': 128, 'gamma': 1e-07, 'kernel': 'rbf'}",36,-186.65128379271863,-81.49354217936325,-91.0682586145724,-111.98246595794951,-97.75516123463602,0.2927401775044481,0.0655489441820467,37.78654080479896
1.4306265830993652,0.31450161933898924,-355.8513070663724,128,1e-08,rbf,"{'C': 128, 'gamma': 1e-08, 'kernel': 'rbf'}",63,-746.7739690653473,-244.76255243768452,-230.87517509508803,-286.49698338274976,-269.2768343592142,0.08409687593708776,0.019521263375244225,196.67137512035083
1.3263349056243896,0.26023173332214355,-423.7522298815758,128,1e-09,rbf,"{'C': 128, 'gamma': 1e-09, 'kernel': 'rbf'}",72,-883.0130165436163,-298.38967119349275,-273.85869630004834,-339.26716674877724,-322.97434989136326,0.03298252155013772,0.012191644378350075,231.01076850847082
1.6012622356414794,0.2780184745788574,-140.63509441082928,256,auto,rbf,"{'C': 256, 'gamma': 'auto', 'kernel': 'rbf'}",40,-267.4866974984824,-101.79636332527774,-85.5337419283921,-123.20513122891313,-124.80599943448472,0.012601622594289687,0.01617263805339979,65.15022037404512
1.674932336807251,0.28504352569580077,-430.1888363236817,256,0.1,rbf,"{'C': 256, 'gamma': 0.1, 'kernel': 'rbf'}",78,-814.1403251418698,-310.6365884573746,-293.88825997049526,-368.8121766125196,-362.4149095489763,0.020356994150686772,0.008096281647945396,194.39654577131373
1.3951552867889405,0.258371639251709,-215.45293497627463,256,0.01,rbf,"{'C': 256, 'gamma': 0.01, 'kernel': 'rbf'}",48,-468.0602563541296,-130.42619813594098,-119.86051657817181,-166.56162562723708,-191.6640033328036,0.24713326138850344,0.0607204308565982,129.04525411325253
2.553796815872192,0.18382606506347657,-98.37981093830484,256,0.001,rbf,"{'C': 256, 'gamma': 0.001, 'kernel': 'rbf'}",31,-126.6953619091481,-94.88965304857399,-82.4626495374626,-103.25899965810531,-84.51481368625932,0.20554029216615605,0.010179316928053553,16.03025198808547
1.5887132644653321,0.2608974456787109,-78.7076369241937,256,0.0001,rbf,"{'C': 256, 'gamma': 0.0001, 'kernel': 'rbf'}",14,-91.11760858304393,-71.48594590839714,-69.22929098818157,-91.9146870397721,-69.75665217922062,0.21325135112875668,0.036966610447757904,10.494434367338332
1.374021577835083,0.2855079174041748,-76.05228293564137,256,1e-05,rbf,"{'C': 256, 'gamma': 1e-05, 'kernel': 'rbf'}",3,-84.4918172694498,-68.92198232216441,-68.5206511403854,-89.66785233850584,-68.63598959582797,0.04984095543808067,0.01603800332894925,9.155796118138266
1.3774861335754394,0.29987168312072754,-76.82134969048417,256,1e-06,rbf,"{'C': 256, 'gamma': 1e-06, 'kernel': 'rbf'}",7,-85.49390312722292,-67.8573514909457,-69.21496480264386,-90.82861343511146,-70.68815517612221,0.06288374751538957,0.015493079326660176,9.457315376447264
1.3875415325164795,0.2652437210083008,-91.77390697798148,256,1e-07,rbf,"{'C': 256, 'gamma': 1e-07, 'kernel': 'rbf'}",29,-121.145568683781,-72.87275898709919,-78.81785207919201,-99.13927882246062,-86.8136060113313,0.2638614043965705,0.04178568975860157,17.1360415270214
1.283306646347046,0.26494474411010743,-293.3824169094959,256,1e-08,rbf,"{'C': 256, 'gamma': 1e-08, 'kernel': 'rbf'}",58,-617.7465218135353,-197.72559890705926,-191.71706741452644,-238.83578452993478,-219.9984431018642,0.20936034840956871,0.040219253546912005,163.2629234317074
1.1051213264465332,0.20968947410583497,-415.60079665645225,256,1e-09,rbf,"{'C': 256, 'gamma': 1e-09, 'kernel': 'rbf'}",69,-866.2350332650926,-291.82942725374573,-268.6577676341166,-333.1153773688131,-316.9317634136202,0.2910438119641923,0.02924899930901862,226.6882507021134
1.5794517040252685,0.2064262866973877,-140.63509441082928,512,auto,rbf,"{'C': 512, 'gamma': 'auto', 'kernel': 'rbf'}",40,-267.4866974984824,-101.79636332527774,-85.5337419283921,-123.20513122891313,-124.80599943448472,0.22015562042009523,0.010759191579254212,65.15022037404512
1.6590115070343017,0.19260849952697753,-430.1888363236817,512,0.1,rbf,"{'C': 512, 'gamma': 0.1, 'kernel': 'rbf'}",78,-814.1403251418698,-310.6365884573746,-293.88825997049526,-368.8121766125196,-362.4149095489763,0.07603557233071076,0.006285303468054407,194.39654577131373
1.3620192050933837,0.1901869773864746,-215.45293497627463,512,0.01,rbf,"{'C': 512, 'gamma': 0.01, 'kernel': 'rbf'}",48,-468.0602563541296,-130.42619813594098,-119.86051657817181,-166.56162562723708,-191.6640033328036,0.2273656797555602,0.007300851768768448,129.04525411325253
2.4836214542388917,0.14544677734375,-107.37646438816572,512,0.001,rbf,"{'C': 512, 'gamma': 0.001, 'kernel': 'rbf'}",35,-135.5769221556774,-106.03687691017105,-88.78803127620849,-112.28687442440874,-94.11635564623276,0.13768157793734095,0.010177361221492369,16.39496968436842
1.6254169464111328,0.1502987861633301,-80.25270299099213,512,0.0001,rbf,"{'C': 512, 'gamma': 0.0001, 'kernel': 'rbf'}",16,-94.21094714043143,-72.66901351681717,-70.89476207108285,-92.35403765667242,-71.09651280516378,0.10077813730615295,0.007849178315564679,10.68096751224516
1.1361101150512696,0.16974973678588867,-76.21410707865536,512,1e-05,rbf,"{'C': 512, 'gamma': 1e-05, 'kernel': 'rbf'}",5,-84.69296909210452,-68.9531423124148,-68.65179350357123,-90.07350187364452,-68.67589885260082,0.11839225809451143,0.0027367130312138436,9.280837062066379
0.9623703002929688,0.16856975555419923,-76.00737913115226,512,1e-06,rbf,"{'C': 512, 'gamma': 1e-06, 'kernel': 'rbf'}",2,-84.34892549304006,-67.95902538695854,-68.7074981797642,-90.34427300605711,-68.65432003826501,0.13523966763597947,0.005910894257172363,9.4573278424286
1.0176136016845703,0.16962318420410155,-84.2114431699976,512,1e-07,rbf,"{'C': 512, 'gamma': 1e-07, 'kernel': 'rbf'}",21,-99.38480794906683,-70.54784738176782,-73.97305245452671,-95.31624075799394,-81.79369644422421,0.024828974028580714,0.007721395084656619,11.412146841195023
0.9397378444671631,0.16568379402160643,-204.45619040084867,512,1e-08,rbf,"{'C': 512, 'gamma': 1e-08, 'kernel': 'rbf'}",47,-420.5642419333064,-135.92041241396961,-139.17394448173147,-172.79658070017717,-153.23369562154514,0.045352529512376116,0.00442059145042254,108.97990932275289
0.9547141551971435,0.16085047721862794,-399.81848236092515,512,1e-09,rbf,"{'C': 512, 'gamma': 1e-09, 'kernel': 'rbf'}",66,-834.9194701731576,-278.9743564833168,-258.6115586728909,-320.85890642783664,-304.53606254656836,0.008925557114850517,0.006715732664458781,218.88641961812985
